MostRecentKeypress,AccelerometerXvalue,AccelerometerYvalue,AccelerometerZvalue,GyroscopeXvalue,GyroscopeYvalue,GyroscopeZvalue [NEWLINE]
8,-0.015433535,0.003015379,-0.264982224,-0.003195793,0.015978966,0.000532632
8,-0.015433535,0.003015379,-0.264982224,0,0.003195793,-0.000532632
7,-0.015433535,0.003015379,-0.264982224,-0.000532632,0.002663161,-0.001597897
7,-0.022643868,-0.004774652,-0.24401474,-0.001597897,0.000532632,0
7,-0.022643868,-0.004774652,-0.24401474,0,-0.000532632,0
7,-0.022643868,-0.004774652,-0.24401474,-0.000532632,0.001065264,0.000532632
7,-0.022643868,-0.004774652,-0.24401474,0,0,0.000532632
7,-0.022643868,-0.004774652,-0.24401474,0.193345502,-0.072437987,0.006391587
7,-0.022643868,-0.004774652,-0.24401474,-0.042077947,-0.083090626,-0.001065264
7,-0.022643868,-0.004774652,-0.24401474,-0.066046394,-0.039414786,-0.000532632
7,-0.022643868,-0.004774652,-0.24401474,-0.03089267,0.00958738,0.001065264
7,0.037287928,0.05121753,-0.598071098,0.003728426,0.012250541,-0.001065264
7,0.037287928,0.05121753,-0.598071098,0.003195793,0.001065264,-0.001065264
8,0.037287928,0.05121753,-0.598071098,-0.003728426,-0.001065264,0
8,0.037287928,0.05121753,-0.598071098,-0.003728426,-0.001065264,0.000532632
8,0.037287928,0.05121753,-0.598071098,-0.001597897,0.000532632,-0.000532632
8,0.037287928,0.05121753,-0.598071098,-0.001065264,0.000532632,-0.000532632
8,0.037287928,0.05121753,-0.598071098,-0.001065264,0,-0.000532632
8,0.037287928,0.05121753,-0.598071098,0,0,0.000532632
8,-0.203262269,-0.126615286,-0.144545555,0.133690685,-0.241282403,0.003195793
8,-0.203262269,-0.126615286,-0.144545555,-0.000532632,0.033023197,0
8,-0.203262269,-0.126615286,-0.144545555,-0.041545313,0.010652645,-0.000532632
8,-0.203262269,-0.126615286,-0.144545555,-0.001597897,-0.00958738,0
4,-0.203262269,-0.126615286,-0.144545555,0.002663161,0.002130529,-0.000532632
4,-0.203262269,-0.126615286,-0.144545555,0.000532632,0.003195793,0.000532632
4,-0.203262269,-0.126615286,-0.144545555,0.000532632,0.003728426,-0.000532632
4,-0.203262269,-0.126615286,-0.144545555,0,-0.001065264,-0.000532632
4,0.150797546,0.096438825,-0.252864838,-0.000532632,-0.003195793,-0.000532632
4,0.150797546,0.096438825,-0.252864838,0.001065264,0.000532632,-0.000532632
4,0.150797546,0.096438825,-0.252864838,0.043143209,-0.005858955,0
4,0.150797546,0.096438825,-0.252864838,-0.087884314,0.001065264,-0.003195793
4,0.150797546,0.096438825,-0.252864838,-0.049002163,-0.03834952,-0.001597897
4,0.150797546,0.096438825,-0.252864838,0.005326322,0.021305289,-0.004261058
4,0.150797546,0.096438825,-0.252864838,0.012783173,-0.012783173,-0.000532632
4,0.150797546,0.096438825,-0.252864838,-0.000532632,-0.00479369,-0.000532632
5,0.123981744,0.091512062,-0.267809868,-0.003195793,0.000532632,-0.000532632
5,0.123981744,0.091512062,-0.267809868,-0.000532632,0.003195793,-0.000532632
5,0.123981744,0.091512062,-0.267809868,0.003195793,0.005326322,0
5,0.123981744,0.091512062,-0.267809868,0.00479369,-0.003728426,0
5,0.123981744,0.091512062,-0.267809868,0,-0.005326322,-0.000532632
5,0.123981744,0.091512062,-0.267809868,-0.079362199,0.075633779,-0.001597897
5,0.123981744,0.091512062,-0.267809868,-0.035153728,0.067644291,-0.000532632
5,0.123981744,0.091512062,-0.267809868,-0.004261058,0.069774821,0.001065264
5,0.081623599,0.071478307,-0.155378342,-0.00479369,0.044741109,0.000532632
5,0.081623599,0.071478307,-0.155378342,-0.00479369,0.013848438,0.000532632
4,0.081623599,0.071478307,-0.155378342,-0.010652645,-0.004261058,-0.001065264
4,0.081623599,0.071478307,-0.155378342,-0.00479369,0.000532632,0
4,0.081623599,0.071478307,-0.155378342,0.003195793,0.005326322,0.000532632
4,0.081623599,0.071478307,-0.155378342,0.002130529,0.002663161,-0.000532632
4,0.081623599,0.071478307,-0.155378342,0.001597897,-0.002663161,-0.001597897
4,0.081623599,0.071478307,-0.155378342,0.015446335,0.001597897,-0.000532632
4,-0.375536025,-0.162631243,1.963541031,-0.125701204,0.048469532,-0.004261058
4,-0.375536025,-0.162631243,1.963541031,-0.069242187,-0.021305289,-0.002663161
4,-0.375536025,-0.162631243,1.963541031,-0.00958738,0.001065264,0
4,-0.375536025,-0.162631243,1.963541031,0.019707393,-0.001065264,0
4,-0.375536025,-0.162631243,1.963541031,0.003195793,0.005326322,-0.001065264
6,-0.375536025,-0.162631243,1.963541031,-0.00479369,-0.001065264,0
6,-0.375536025,-0.162631243,1.963541031,-0.003728426,-0.000532632,0.000532632
6,-0.375536025,-0.162631243,1.963541031,-0.001065264,-0.000532632,-0.000532632
6,0.124646753,0.102284014,-0.27968502,0,-0.001597897,-0.001065264
6,0.124646753,0.102284014,-0.27968502,0,0.000532632,-0.001065264
6,0.124646753,0.102284014,-0.27968502,0,0,0
6,0.124646753,0.102284014,-0.27968502,-0.116113827,0.120374881,-0.006924219
6,0.124646753,0.102284014,-0.27968502,-0.027164243,0.073503248,-0.001065264
6,0.124646753,0.102284014,-0.27968502,0.003195793,0.077764302,0.001065264
6,0.124646753,0.102284014,-0.27968502,-0.008522116,0.082025364,0.001597897
6,0.124646753,0.102284014,-0.27968502,-0.01438107,-0.023968451,-0.001065264
4,0.109230056,0.084800884,-0.402076721,-0.006391587,0.00479369,-0.000532632
4,0.109230056,0.084800884,-0.402076721,0.003195793,0.005858955,0
4,0.109230056,0.084800884,-0.402076721,0.001597897,0.005326322,-0.000532632
4,0.109230056,0.084800884,-0.402076721,0,0.001065264,0
4,0.109230056,0.084800884,-0.402076721,-0.000532632,0.000532632,-0.000532632
4,0.109230056,0.084800884,-0.402076721,-0.001065264,0,0
4,0.109230056,0.084800884,-0.402076721,0.045806371,0.009054748,0.002663161
4,0.109230056,0.084800884,-0.402076721,-0.108124346,0.027696876,-0.003195793
4,-0.112682007,0.082509384,-0.715649605,-0.069774821,-0.041545313,-0.003195793
4,-0.112682007,0.082509384,-0.715649605,-0.007456851,-0.002130529,-0.000532632
4,-0.112682007,0.082509384,-0.715649605,0.014913702,0.010120012,-0.000532632
4,-0.112682007,0.082509384,-0.715649605,0.004261058,0.00479369,0
6,-0.112682007,0.082509384,-0.715649605,-0.003195793,0,0.000532632
6,-0.112682007,0.082509384,-0.715649605,-0.003195793,0.000532632,0
6,-0.112682007,0.082509384,-0.715649605,0.000532632,0.002130529,0
6,-0.112682007,0.082509384,-0.715649605,0.001065264,0.002130529,0
6,0.091314279,0.031084832,-0.258535385,0.000532632,0.000532632,-0.000532632
6,0.091314279,0.031084832,-0.258535385,-0.001065264,0.000532632,0
6,0.091314279,0.031084832,-0.258535385,-0.000532632,-0.000532632,0.000532632
6,0.091314279,0.031084832,-0.258535385,-0.001065264,0,0
6,0.091314279,0.031084832,-0.258535385,-0.142212808,0.354200423,0.007989483
6,0.091314279,0.031084832,-0.258535385,-0.093210638,0.141147539,0.001065264
6,0.091314279,0.031084832,-0.258535385,-0.01917476,-0.013848438,0.001065264
6,0.091314279,0.031084832,-0.258535385,0.020240024,0.017576864,-0.001065264
1,0.163047194,0.066319451,-0.257925034,0.011185277,0.009054748,-0.001597897
1,0.163047194,0.066319451,-0.257925034,-0.002130529,-0.001597897,0
1,0.163047194,0.066319451,-0.257925034,-0.003195793,-0.001065264,0.000532632
1,0.163047194,0.066319451,-0.257925034,-0.000532632,0.001065264,0
1,0.163047194,0.066319451,-0.257925034,0.001065264,0.001597897,0.000532632
1,0.163047194,0.066319451,-0.257925034,0.001065264,0.002663161,-0.000532632
1,0.163047194,0.066319451,-0.257925034,-0.182160228,0.234358177,-0.003728426
1,0.163047194,0.066319451,-0.257925034,-0.088949583,0.110787503,-0.001065264
1,0.059364967,0.104299292,-0.523483276,-0.004261058,0.049534798,0
1,0.059364967,0.104299292,-0.523483276,0.009054748,0.013848438,0
2,0.059364967,0.104299292,-0.523483276,0.001597897,0.002663161,0
2,0.059364967,0.104299292,-0.523483276,-0.003195793,-0.002130529,0
2,0.059364967,0.104299292,-0.523483276,-0.001597897,0.001065264,0.001065264
2,0.059364967,0.104299292,-0.523483276,0.000532632,0.001065264,-0.000532632
2,0.059364967,0.104299292,-0.523483276,0.000532632,0.000532632,-0.001065264
2,0.059364967,0.104299292,-0.523483276,-0.000532632,0.001597897,-0.001597897
2,0.058666956,0.000914095,-0.253765106,0,0.001597897,0.000532632
2,0.058666956,0.000914095,-0.253765106,-0.000532632,0.000532632,0
2,0.058666956,0.000914095,-0.253765106,0.135821223,0.045806371,-0.006391587
2,0.058666956,0.000914095,-0.253765106,0.035686359,-0.07456851,-0.001597897
2,0.058666956,0.000914095,-0.253765106,-0.015446335,-0.023435818,0
2,0.058666956,0.000914095,-0.253765106,-0.013315806,0.000532632,0
2,0.058666956,0.000914095,-0.253765106,-0.00479369,0.004261058,0.000532632
3,0.058666956,0.000914095,-0.253765106,0.001597897,0.003195793,-0.001065264
3,0.072769284,-0.028152954,-0.227401733,-0.001065264,0.000532632,-0.001065264
3,0.072769284,-0.028152954,-0.227401733,-0.002663161,0.000532632,-0.000532632
3,0.072769284,-0.028152954,-0.227401733,-0.000532632,-0.001065264,0
3,0.072769284,-0.028152954,-0.227401733,-0.001065264,-0.001065264,0
3,0.072769284,-0.028152954,-0.227401733,-0.000532632,0.000532632,0
3,0.072769284,-0.028152954,-0.227401733,-0.130494893,0.156061247,-0.003195793
3,0.072769284,-0.028152954,-0.227401733,-0.05273059,0.088416949,0.000532632
3,0.072769284,-0.028152954,-0.227401733,-0.002663161,0.088949583,0.002663161
3,0.076323532,0.042252176,-0.07179451,-0.003728426,0.016511599,-0.000532632
1,0.076323532,0.042252176,-0.07179451,-0.010652645,0.004261058,-0.001597897
1,0.076323532,0.042252176,-0.07179451,-0.004261058,-0.000532632,-0.000532632
1,0.076323532,0.042252176,-0.07179451,0,0.000532632,0.000532632
1,0.076323532,0.042252176,-0.07179451,0.001065264,0.003728426,0.000532632
1,0.076323532,0.042252176,-0.07179451,0,0.000532632,-0.000532632
1,0.076323532,0.042252176,-0.07179451,-0.000532632,-0.000532632,-0.000532632
1,0.076323532,0.042252176,-0.07179451,0.005858955,0.001597897,-0.001065264
1,-0.169354111,-0.093409009,0.316590309,-0.092145376,0.090014845,-0.004261058
1,-0.169354111,-0.093409009,0.316590309,-0.055393752,-0.001065264,-0.001597897
1,-0.169354111,-0.093409009,0.316590309,-0.006924219,0.051665325,-0.005326322
1,-0.169354111,-0.093409009,0.316590309,0.007456851,-0.009054748,-0.000532632
6,-0.169354111,-0.093409009,0.316590309,0.001065264,-0.006924219,0
6,-0.169354111,-0.093409009,0.316590309,-0.001597897,-0.000532632,0.000532632
6,-0.169354111,-0.093409009,0.316590309,-0.001065264,0.001597897,0.001065264
6,-0.169354111,-0.093409009,0.316590309,0,-0.001065264,-0.000532632
6,0.112385735,0.054361966,-0.277534485,0.000532632,-0.000532632,-0.000532632
6,0.112385735,0.054361966,-0.277534485,-0.000532632,0.000532632,-0.000532632
6,0.112385735,0.054361966,-0.277534485,0.000532632,0.001065264,0.000532632
6,0.112385735,0.054361966,-0.277534485,0.050600063,-0.152332813,-0.003728426
6,0.112385735,0.054361966,-0.277534485,0.042077947,0.057524279,0
6,0.112385735,0.054361966,-0.277534485,-0.031957932,0.075101145,0.001597897
6,0.112385735,0.054361966,-0.277534485,-0.033555832,-0.028762139,0.000532632
6,0.112385735,0.054361966,-0.277534485,-0.002663161,0.001597897,-0.000532632
1,0.054216329,0.052071754,-0.258487701,0.009054748,0.006924219,-0.001065264
1,0.054216329,0.052071754,-0.258487701,-0.002663161,-0.002663161,-0.001065264
1,0.054216329,0.052071754,-0.258487701,-0.00479369,-0.001597897,0
1,0.054216329,0.052071754,-0.258487701,-0.001065264,0.000532632,0.000532632
1,0.054216329,0.052071754,-0.258487701,0.001065264,0.001597897,-0.000532632
1,0.054216329,0.052071754,-0.258487701,0.000532632,0.000532632,-0.001065264
1,0.054216329,0.052071754,-0.258487701,0.137419119,-0.098536961,-0.008522116
1,0.054216329,0.052071754,-0.258487701,0.056991648,-0.090014845,0
1,0.121928036,0.043479282,-0.303842545,0.002130529,0.002663161,-0.001065264
1,0.121928036,0.043479282,-0.303842545,-0.009054748,-0.00479369,-0.000532632
1,0.121928036,0.043479282,-0.303842545,-0.00479369,0.007456851,-0.001065264
3,0.121928036,0.043479282,-0.303842545,-0.001065264,0.006924219,-0.000532632
3,0.121928036,0.043479282,-0.303842545,0.000532632,0.000532632,0.000532632
3,0.121928036,0.043479282,-0.303842545,0,0.000532632,0
3,0.121928036,0.043479282,-0.303842545,-0.000532632,0.000532632,0
3,0.121928036,0.043479282,-0.303842545,-0.001065264,0.000532632,-0.001597897
3,0.198329031,0.082328588,-0.488105774,0.054328486,-0.363255173,0.001597897
3,0.198329031,0.082328588,-0.488105774,0.02609898,0.053263225,-0.000532632
3,0.198329031,0.082328588,-0.488105774,0.010652645,0.106526449,0.001597897
3,0.198329031,0.082328588,-0.488105774,-0.003728426,-0.013315806,-0.003195793
3,0.198329031,0.082328588,-0.488105774,0.005326322,-0.003195793,-0.001597897
1,0.198329031,0.082328588,-0.488105774,0.001065264,0.004261058,-0.000532632
1,0.198329031,0.082328588,-0.488105774,0.000532632,-0.000532632,0.000532632
1,0.198329031,0.082328588,-0.488105774,-0.001597897,-0.000532632,0.000532632
1,-0.203794986,-0.08866366,-0.263543129,-0.000532632,0.001065264,-0.000532632
1,-0.203794986,-0.08866366,-0.263543129,-0.000532632,0.001597897,-0.001065264
1,-0.203794986,-0.08866366,-0.263543129,-0.000532632,0,-0.000532632
1,-0.203794986,-0.08866366,-0.263543129,0.234358177,0.107591711,0.013315806
1,-0.203794986,-0.08866366,-0.263543129,0.036218993,-0.123570681,-0.001065264
1,-0.203794986,-0.08866366,-0.263543129,-0.03834952,-0.076166406,-0.000532632
1,-0.203794986,-0.08866366,-0.263543129,-0.019707393,-0.026631612,0.000532632
1,-0.203794986,-0.08866366,-0.263543129,0.006924219,0.017044231,-0.000532632
1,-0.15042989,-0.063047245,-0.198214531,0.005326322,0.00958738,0.000532632
6,-0.15042989,-0.063047245,-0.198214531,0,0,0
6,-0.15042989,-0.063047245,-0.198214531,-0.002663161,-0.000532632,-0.000532632
6,-0.15042989,-0.063047245,-0.198214531,0,0.001065264,0.000532632
6,-0.15042989,-0.063047245,-0.198214531,0.001065264,0,-0.000532632
6,-0.15042989,-0.063047245,-0.198214531,0,0,0.000532632
6,-0.15042989,-0.063047245,-0.198214531,0,-0.000532632,0
6,-0.15042989,-0.063047245,-0.198214531,-0.000532632,0.000532632,0
6,0.325775027,0.082223356,-0.7387743,0.073503248,-0.308394074,0.005858955
6,0.325775027,0.082223356,-0.7387743,0.021305289,0.079894833,-0.001597897
6,0.325775027,0.082223356,-0.7387743,-0.002130529,0.107059076,0.001597897
6,0.325775027,0.082223356,-0.7387743,-0.018109497,-0.033023197,0.002130529
4,0.325775027,0.082223356,-0.7387743,-0.005326322,-0.002663161,-0.001065264
4,0.325775027,0.082223356,-0.7387743,0.003195793,0.005858955,0
4,0.325775027,0.082223356,-0.7387743,0.003728426,0.003728426,0
4,0.325775027,0.082223356,-0.7387743,-0.000532632,0.001065264,0.000532632
4,-0.336598039,-0.088831007,-0.230184555,-0.001597897,0.000532632,0.000532632
4,-0.336598039,-0.088831007,-0.230184555,-0.001065264,0.000532632,-0.000532632
4,-0.336598039,-0.088831007,-0.230184555,-0.000532632,0,-0.000532632
4,-0.336598039,-0.088831007,-0.230184555,-0.014913702,-0.085221156,0.009054748
4,-0.336598039,-0.088831007,-0.230184555,0.031957932,0.077231675,-0.00479369
4,-0.336598039,-0.088831007,-0.230184555,0.004261058,0.091612741,0.005858955
4,-0.336598039,-0.088831007,-0.230184555,-0.028229509,-0.003195793,-0.000532632
4,-0.336598039,-0.088831007,-0.230184555,-0.015446335,-0.00958738,0
5,-0.212240636,-0.063315481,-0.402914047,0,0.001065264,0.000532632
5,-0.212240636,-0.063315481,-0.402914047,0.004261058,0.00479369,-0.000532632
5,-0.212240636,-0.063315481,-0.402914047,0.002130529,0.005858955,-0.000532632
5,-0.212240636,-0.063315481,-0.402914047,-0.001597897,-0.001597897,-0.001065264
5,-0.212240636,-0.063315481,-0.402914047,-0.003728426,-0.008522116,-0.000532632
5,-0.212240636,-0.063315481,-0.402914047,-0.003195793,0.002130529,0
5,-0.212240636,-0.063315481,-0.402914047,0.007456851,-0.014913702,-0.002663161
5,-0.212240636,-0.063315481,-0.402914047,-0.046871636,0.103330649,0.001597897
5,-0.152211726,-0.010343283,-0.176959038,-0.044741109,0.062850602,0.000532632
5,-0.152211726,-0.010343283,-0.176959038,-0.004261058,-0.029827405,0.001065264
5,-0.152211726,-0.010343283,-0.176959038,0.007989483,0.003195793,-0.000532632
4,-0.152211726,-0.010343283,-0.176959038,-0.001065264,-0.002663161,0.000532632
4,-0.152211726,-0.010343283,-0.176959038,-0.003728426,0.001597897,0
4,-0.152211726,-0.010343283,-0.176959038,-0.000532632,0.006391587,-0.001065264
4,-0.152211726,-0.010343283,-0.176959038,0.001597897,-0.003195793,0
4,-0.152211726,-0.010343283,-0.176959038,0.001065264,-0.00479369,0.000532632
4,0.015588325,-0.02173035,-0.258420944,0.000532632,0.003195793,-0.000532632
4,0.015588325,-0.02173035,-0.258420944,0,0,0
4,0.015588325,-0.02173035,-0.258420944,-0.001065264,-0.000532632,0.000532632
4,0.015588325,-0.02173035,-0.258420944,-0.131027535,0.011717909,0.002663161
4,0.015588325,-0.02173035,-0.258420944,-0.004261058,0.102798022,-0.005326322
4,0.015588325,-0.02173035,-0.258420944,0.027696876,0.034088463,0.001065264
4,0.015588325,-0.02173035,-0.258420944,0.001597897,0,0.000532632
4,0.015588325,-0.02173035,-0.258420944,-0.012783173,-0.006391587,0
6,0.043785028,0.029719517,-0.277674675,-0.007456851,-0.001597897,0
6,0.043785028,0.029719517,-0.277674675,0.000532632,0.003728426,0
6,0.043785028,0.029719517,-0.277674675,0.000532632,0.002663161,0
6,0.043785028,0.029719517,-0.277674675,0.000532632,-0.001597897,0.000532632
6,0.043785028,0.029719517,-0.277674675,-0.001065264,0.000532632,0.000532632
6,0.043785028,0.029719517,-0.277674675,-0.000532632,-0.000532632,0.001597897
6,0.043785028,0.029719517,-0.277674675,0.151267558,-0.328634083,0
6,0.043785028,0.029719517,-0.277674675,0.028762139,-0.01917476,0.001065264
6,0.059329927,-0.051053513,0.019675255,-0.039414786,0.031425301,0
6,0.059329927,-0.051053513,0.019675255,-0.015446335,-0.034088463,0.001065264
6,0.059329927,-0.051053513,0.019675255,0.003728426,0.003195793,-0.000532632
4,0.059329927,-0.051053513,0.019675255,0.005858955,0.011185277,0
4,0.059329927,-0.051053513,0.019675255,0.002130529,0.004261058,-0.000532632
4,0.059329927,-0.051053513,0.019675255,-0.000532632,-0.002130529,0.000532632
4,0.059329927,-0.051053513,0.019675255,0,-0.002130529,0
4,0.059329927,-0.051053513,0.019675255,-0.001065264,-0.003195793,-0.001065264
4,-0.006554723,0.000639031,-0.274504662,-0.001065264,0.001597897,-0.000532632
4,-0.006554723,0.000639031,-0.274504662,-0.002130529,-0.001597897,0.000532632
4,-0.006554723,0.000639031,-0.274504662,-0.003195793,-0.000532632,0.001597897
4,-0.006554723,0.000639031,-0.274504662,-0.001065264,0.006391587,-0.001065264
4,-0.006554723,0.000639031,-0.274504662,-0.000532632,0.003728426,-0.001597897
4,-0.006554723,0.000639031,-0.274504662,0,0.000532632,0
4,-0.006554723,0.000639031,-0.274504662,-0.09640643,0.036751624,-0.003728426
4,-0.006554723,0.000639031,-0.274504662,0.005858955,0.084155895,-0.001065264
4,-0.018507853,0.066931263,-0.358579636,0.007989483,0.001065264,0.000532632
9,-0.018507853,0.066931263,-0.358579636,-0.004261058,-0.00479369,0.000532632
9,-0.018507853,0.066931263,-0.358579636,-0.005326322,-0.001065264,0
9,-0.018507853,0.066931263,-0.358579636,-0.002130529,-0.003728426,-0.001065264
9,-0.018507853,0.066931263,-0.358579636,0.001065264,0.001065264,-0.000532632
9,-0.018507853,0.066931263,-0.358579636,0.001597897,0,-0.000532632
9,-0.018507853,0.066931263,-0.358579636,0.001065264,-0.000532632,0
9,-0.018507853,0.066931263,-0.358579636,0.002663161,0.003195793,0
9,-0.14825803,-0.015929695,0.264417648,0.324905664,-0.620516539,0.004261058
9,-0.14825803,-0.015929695,0.264417648,-0.045806371,-0.002663161,0.001065264
9,-0.14825803,-0.015929695,0.264417648,-0.079362199,0.042610578,0.001597897
9,-0.14825803,-0.015929695,0.264417648,-0.018109497,0.056459017,0.001065264
9,-0.14825803,-0.015929695,0.264417648,0.003195793,0.030360037,0
7,-0.14825803,-0.015929695,0.264417648,-0.006924219,0.001065264,-0.001065264
7,-0.14825803,-0.015929695,0.264417648,-0.00479369,0.000532632,0
7,-0.14825803,-0.015929695,0.264417648,-0.002663161,-0.002663161,0.000532632
